docket_no,sex,race
MC-51-CR-0012785-2020,Male,Black
MC-51-CR-0015644-2020,Male,Black
MC-51-CR-0022087-2020,Male,White
MC-51-CR-0020180-2020,Male,White
MC-51-CR-0018593-2020,Male,Black
MC-51-CR-0001318-2020,Male,Black
MC-51-CR-0018903-2020,Male,Black
MC-51-CR-0005370-2020,Male,Black
MC-51-CR-0017524-2020,Male,Black
MC-51-CR-0021348-2020,Male,Black
MC-51-CR-0012784-2020,Male,Black
MC-51-CR-0015645-2020,Male,Black
MC-51-CR-0007011-2020,Male,Black
MC-51-CR-0010875-2020,Male,Black
MC-51-CR-0007277-2020,Female,Black
MC-51-CR-0015423-2020,Female,Black
MC-51-CR-0009008-2020,Male,Black
MC-51-CR-0017742-2020,Male,Black
MC-51-CR-0010683-2020,Male,Black
MC-51-CR-0012972-2020,Male,Black
MC-51-CR-0014224-2020,Male,Black
MC-51-CR-0022448-2020,Male,White
MC-51-CR-0020729-2020,Male,Black
MC-51-CR-0011084-2020,Male,Black
MC-51-CR-0001921-2020,Male,Black
MC-51-CR-0016145-2020,Male,White
MC-51-CR-0004577-2020,Male,White
MC-51-CR-0016323-2020,Female,Black
MC-51-CR-0003826-2020,Male,Black
MC-51-CR-0008469-2020,Male,Black
MC-51-CR-0014042-2020,Female,White
MC-51-CR-0013183-2020,Female,Black
MC-51-CR-0006616-2020,Male,Black
MC-51-CR-0021787-2020,Male,Asian/Pacific Islander
MC-51-CR-0019394-2020,Male,White
MC-51-CR-0005949-2020,Male,Black
MC-51-CR-0000779-2020,Male,White
MC-51-CR-0021971-2020,Male,Black
MC-51-CR-0009857-2020,Male,Black
MC-51-CR-0002418-2020,Male,White
MC-51-CR-0016322-2020,Female,Black
MC-51-CR-0004576-2020,Male,Black
MC-51-CR-0006617-2020,Male,Black
MC-51-CR-0003827-2020,Male,Black
MC-51-CR-0008468-2020,Male,White
MC-51-CR-0014043-2020,Male,White
MC-51-CR-0013182-2020,Female,White
MC-51-CR-0014225-2020,Male,Black
MC-51-CR-0022449-2020,Female,White
MC-51-CR-0006471-2020,Female,Black
MC-51-CR-0011085-2020,Male,Black
MC-51-CR-0020728-2020,Male,Black
MC-51-CR-0001920-2020,Male,Black
MC-51-CR-0016144-2020,Male,Black
MC-51-CR-0000778-2020,Male,Black
MC-51-CR-0021970-2020,Male,Black
MC-51-CR-0002889-2020,Male,White
MC-51-CR-0009856-2020,Male,Black
MC-51-CR-0002419-2020,Male,Black
MC-51-CR-0019395-2020,Female,White
MC-51-CR-0021786-2020,Male,Black
MC-51-CR-0014986-2020,Male,Black
MC-51-CR-0013847-2020,Female,White
MC-51-CR-0018408-2020,Male,White
MC-51-CR-0016677-2020,Male,Black
MC-51-CR-0018898-2020,Female,White
MC-51-CR-0014516-2020,Male,Black
MC-51-CR-0006342-2020,Female,White
MC-51-CR-0001283-2020,Male,Black
MC-51-CR-0011940-2020,Female,Black
MC-51-CR-0006124-2020,Male,Black
MC-51-CR-0016881-2020,Male,Black
MC-51-CR-0014770-2020,Male,Black
MC-51-CR-0016411-2020,Male,White
MC-51-CR-0003384-2020,Male,White
MC-51-CR-0004245-2020,Male,Black
MC-51-CR-0019836-2020,Male,Black
MC-51-CR-0012479-2020,Male,White
MC-51-CR-0009193-2020,Male,Black
MC-51-CR-0015928-2020,Male,White
MC-51-CR-0010718-2020,Male,Black
MC-51-CR-0014771-2020,Male,Black
MC-51-CR-0011941-2020,Male,Black
MC-51-CR-0006125-2020,Male,Black
MC-51-CR-0016880-2020,Male,Black
MC-51-CR-0003385-2020,Male,Black
MC-51-CR-0016410-2020,Male,White
MC-51-CR-0016676-2020,Male,Black
MC-51-CR-0014987-2020,Male,Black
MC-51-CR-0013846-2020,Female,White
MC-51-CR-0004022-2020,Male,Black
MC-51-CR-0006343-2020,Male,White
MC-51-CR-0001282-2020,Male,Black
MC-51-CR-0018899-2020,Male,Black
MC-51-CR-0014517-2020,Male,Native American/Alaskan Native
MC-51-CR-0019837-2020,Female,Black
MC-51-CR-0012478-2020,Male,Black
MC-51-CR-0009192-2020,Male,Black
MC-51-CR-0010719-2020,Male,Black
MC-51-CR-0015929-2020,Male,White
MC-51-CR-0008795-2020,Male,Black
MC-51-CR-0008963-2020,Male,Black
MC-51-CR-0011378-2020,Male,Black
MC-51-CR-0013019-2020,Female,Black
MC-51-CR-0020845-2020,Male,White
MC-51-CR-0017071-2020,Female,Black
MC-51-CR-0000815-2020,Male,Black
MC-51-CR-0005625-2020,Female,White
MC-51-CR-0000485-2020,Male,Black
MC-51-CR-0007544-2020,Female,Black
MC-51-CR-0015310-2020,Male,White
MC-51-CR-0015176-2020,Male,Black
MC-51-CR-0002912-2020,Female,Black
MC-51-CR-0007722-2020,Male,Black
MC-51-CR-0005443-2020,Male,Black
MC-51-CR-0019068-2020,Male,Black
MC-51-CR-0002582-2020,Male,White
MC-51-CR-0017217-2020,Female,Black
MC-51-CR-0011379-2020,Male,Black
MC-51-CR-0008962-2020,Female,Black
MC-51-CR-0020844-2020,Male,Black
MC-51-CR-0013018-2020,Female,Black
MC-51-CR-0008794-2020,Male,Black
MC-51-CR-0007723-2020,Male,Black
MC-51-CR-0015177-2020,Male,Black
MC-51-CR-0002913-2020,Female,Black
MC-51-CR-0017216-2020,Female,White
MC-51-CR-0005442-2020,Male,Black
MC-51-CR-0019069-2020,Male,Black
MC-51-CR-0002583-2020,Male,White
MC-51-CR-0005624-2020,Male,Black
MC-51-CR-0017070-2020,Female,Black
MC-51-CR-0000814-2020,Male,Black
MC-51-CR-0015311-2020,Male,Black
MC-51-CR-0000484-2020,Male,Black
MC-51-CR-0007545-2020,Male,Black
MC-51-CR-0004725-2020,Male,White
MC-51-CR-0016171-2020,Male,Black
MC-51-CR-0001915-2020,Male,White
MC-51-CR-0014210-2020,Male,Black
MC-51-CR-0006444-2020,Female,Black
MC-51-CR-0001585-2020,Male,Black
MC-51-CR-0006622-2020,Male,Black
MC-51-CR-0014076-2020,Male,Black
MC-51-CR-0003812-2020,Female,White
MC-51-CR-0016317-2020,Male,White
MC-51-CR-0003482-2020,Male,Black
MC-51-CR-0018168-2020,Male,White
MC-51-CR-0009863-2020,Female,White
MC-51-CR-0021945-2020,Male,Black
MC-51-CR-0012119-2020,Male,White
MC-51-CR-0014077-2020,Male,Black
MC-51-CR-0003813-2020,Male,Black
MC-51-CR-0006623-2020,Male,Black
MC-51-CR-0003483-2020,Male,White
MC-51-CR-0004542-2020,Male,Black
MC-51-CR-0018169-2020,Male,Black
MC-51-CR-0016316-2020,Male,White
MC-51-CR-0016170-2020,Male,Black
MC-51-CR-0001914-2020,Male,Black
MC-51-CR-0006445-2020,Male,Black
MC-51-CR-0001584-2020,Male,Black
MC-51-CR-0014211-2020,Male,Black
MC-51-CR-0009862-2020,Female,White
MC-51-CR-0021944-2020,Male,White
MC-51-CR-0009694-2020,Male,Black
MC-51-CR-0008093-2020,Male,Black
MC-51-CR-0018936-2020,Male,Black
MC-51-CR-0013579-2020,Male,White
MC-51-CR-0014828-2020,Female,Black
MC-51-CR-0017777-2020,Male,White
MC-51-CR-0012947-2020,Male,Black
MC-51-CR-0019508-2020,Male,Black
MC-51-CR-0005123-2020,Male,White
MC-51-CR-0015886-2020,Male,Black
MC-51-CR-0007242-2020,Male,Black
MC-51-CR-0015416-2020,Male,White
MC-51-CR-0019998-2020,Male,Black
MC-51-CR-0015670-2020,Male,Black
MC-51-CR-0017981-2020,Male,Black
MC-51-CR-0010840-2020,Male,White
MC-51-CR-0007024-2020,Male,Black
MC-51-CR-0005345-2020,Male,Black
MC-51-CR-0017511-2020,Male,Black
MC-51-CR-0018937-2020,Male,Black
MC-51-CR-0013578-2020,Male,Black
MC-51-CR-0014829-2020,Female,Black
MC-51-CR-0011619-2020,Male,Black
MC-51-CR-0017980-2020,Male,Black
MC-51-CR-0010841-2020,Male,Black
MC-51-CR-0007025-2020,Male,Black
MC-51-CR-0015671-2020,Male,Black
MC-51-CR-0017510-2020,Male,White
MC-51-CR-0005344-2020,Male,White
MC-51-CR-0002285-2020,Male,Black
MC-51-CR-0012946-2020,Female,Black
MC-51-CR-0019509-2020,Male,Black
MC-51-CR-0005122-2020,Male,Black
MC-51-CR-0015887-2020,Male,White
MC-51-CR-0017776-2020,Male,Black
MC-51-CR-0015417-2020,Male,Black
MC-51-CR-0019999-2020,Male,White
MC-51-CR-0007243-2020,Male,Black
MC-51-CR-0018294-2020,Male,White
MC-51-CR-0020687-2020,Male,Black
MC-51-CR-0020871-2020,Male,Black
MC-51-CR-0001679-2020,Male,Black
MC-51-CR-0022780-2020,Male,White
MC-51-CR-0003988-2020,Male,White
MC-51-CR-0008957-2020,Male,Black
MC-51-CR-0003518-2020,Male,White
MC-51-CR-0015324-2020,Male,White
MC-51-CR-0007570-2020,Male,White
MC-51-CR-0005611-2020,Male,Black
MC-51-CR-0017045-2020,Male,Black
MC-51-CR-0010184-2020,Male,Black
MC-51-CR-0021629-2020,Male,White
MC-51-CR-0017223-2020,Male,White
MC-51-CR-0005477-2020,Male,Black
MC-51-CR-0007716-2020,Male,Black
MC-51-CR-0012083-2020,Male,Black
MC-51-CR-0002926-2020,Male,Native American/Alaskan Native
MC-51-CR-0009569-2020,Male,Black
MC-51-CR-0015142-2020,Female,Black
MC-51-CR-0022781-2020,Female,Black
MC-51-CR-0004848-2020,Male,Black
MC-51-CR-0003989-2020,Male,White
MC-51-CR-0020870-2020,Male,Black
MC-51-CR-0001678-2020,Male,White
MC-51-CR-0008956-2020,Male,White
MC-51-CR-0003519-2020,Male,Black
MC-51-CR-0020686-2020,Male,Black
MC-51-CR-0018295-2020,Male,Black
MC-51-CR-0005476-2020,Female,Black
MC-51-CR-0017222-2020,Male,Black
MC-51-CR-0012082-2020,Male,Black
MC-51-CR-0002927-2020,Male,Black
MC-51-CR-0009568-2020,Male,White
MC-51-CR-0015143-2020,Male,White
MC-51-CR-0007717-2020,Male,Black
MC-51-CR-0007571-2020,Female,Black
MC-51-CR-0015325-2020,Male,White
MC-51-CR-0017044-2020,Male,White
MC-51-CR-0021628-2020,Male,White
MC-51-CR-0010185-2020,Male,Black
MC-51-CR-0005610-2020,Male,Black
MC-51-CR-0006376-2020,Male,White
MC-51-CR-0014522-2020,Male,Black
MC-51-CR-0008109-2020,Male,Black
MC-51-CR-0011782-2020,Male,Black
MC-51-CR-0016643-2020,Male,Black
MC-51-CR-0004017-2020,Male,Black
MC-51-CR-0013873-2020,Male,Asian/Pacific Islander
MC-51-CR-0004271-2020,Male,Black
MC-51-CR-0020249-2020,Male,White
MC-51-CR-0016425-2020,Male,Black
MC-51-CR-0014744-2020,Male,White
MC-51-CR-0022128-2020,Male,Black
MC-51-CR-0013685-2020,Male,White
MC-51-CR-0011974-2020,Female,Black
MC-51-CR-0021081-2020,Male,Black
MC-51-CR-0019492-2020,Female,White
MC-51-CR-0002178-2020,Male,Black
MC-51-CR-0000219-2020,Male,White
MC-51-CR-0019802-2020,Male,White
MC-51-CR-0020248-2020,Male,Black
MC-51-CR-0016424-2020,Male,White
MC-51-CR-0004270-2020,Male,White
MC-51-CR-0011975-2020,Male,Black
MC-51-CR-0014745-2020,Male,Black
MC-51-CR-0013684-2020,Male,Black
MC-51-CR-0022129-2020,Male,Black
MC-51-CR-0014523-2020,Male,Black
MC-51-CR-0008108-2020,Male,Black
MC-51-CR-0004016-2020,Male,White
MC-51-CR-0013872-2020,Male,Black
MC-51-CR-0016642-2020,Male,Black
MC-51-CR-0019493-2020,Female,White
MC-51-CR-0002179-2020,Male,White
MC-51-CR-0021080-2020,Male,Black
MC-51-CR-0019803-2020,Male,Black
MC-51-CR-0000218-2020,Male,Black
MC-51-CR-0022574-2020,Male,Black
MC-51-CR-0014318-2020,Female,White
MC-51-CR-0008733-2020,Male,White
MC-51-CR-0018206-2020,Male,White
MC-51-CR-0016079-2020,Male,White
MC-51-CR-0020615-2020,Male,Black
MC-51-CR-0020473-2020,Male,Black
MC-51-CR-0018060-2020,Male,Black
MC-51-CR-0022712-2020,Male,Black
MC-51-CR-0008555-2020,Male,Black
MC-51-CR-0005683-2020,Male,Black
MC-51-CR-0010116-2020,Male,White
MC-51-CR-0007972-2020,Male,White
MC-51-CR-0012277-2020,Female,Black
MC-51-CR-0000423-2020,Male,Black
MC-51-CR-0007784-2020,Male,Black
MC-51-CR-0000645-2020,Female,Black
MC-51-CR-0012011-2020,Male,Black
MC-51-CR-0005875-2020,Male,Black
MC-51-CR-0010370-2020,Male,Black
MC-51-CR-0018061-2020,Female,Black
MC-51-CR-0020472-2020,Male,Black
MC-51-CR-0022713-2020,Male,Black
MC-51-CR-0008554-2020,Male,Black
MC-51-CR-0022575-2020,Male,Black
MC-51-CR-0008732-2020,Female,Black
MC-51-CR-0016078-2020,Male,White
MC-51-CR-0020614-2020,Male,Black
MC-51-CR-0018207-2020,Male,Black
MC-51-CR-0012010-2020,Male,Black
MC-51-CR-0005874-2020,Male,Black
MC-51-CR-0007785-2020,Female,White
MC-51-CR-0000644-2020,Male,White
MC-51-CR-0002525-2020,Male,Black
MC-51-CR-0010371-2020,Male,Black
MC-51-CR-0010117-2020,Male,White
MC-51-CR-0007973-2020,Male,White
MC-51-CR-0002743-2020,Female,Unknown/Unreported
MC-51-CR-0005682-2020,Male,Black
MC-51-CR-0012276-2020,Male,Black
MC-51-CR-0011710-2020,Male,Black
MC-51-CR-0004085-2020,Male,White
MC-51-CR-0014920-2020,Male,Black
MC-51-CR-0003144-2020,Male,Black
MC-51-CR-0001225-2020,Female,Black
MC-51-CR-0013471-2020,Male,Black
MC-51-CR-0013617-2020,Female,White
MC-51-CR-0016827-2020,Male,Black
MC-51-CR-0001043-2020,Female,Black
MC-51-CR-0003322-2020,Male,White
MC-51-CR-0011576-2020,Male,White
MC-51-CR-0019890-2020,Male,White
MC-51-CR-0021013-2020,Male,Black
MC-51-CR-0019400-2020,Male,White
MC-51-CR-0019666-2020,Male,Black
MC-51-CR-0021275-2020,Female,Black
MC-51-CR-0017419-2020,Female,Black
MC-51-CR-0009353-2020,Male,Black
MC-51-CR-0015778-2020,Male,Black
MC-51-CR-0017889-2020,Male,Black
MC-51-CR-0010948-2020,Male,Black
MC-51-CR-0016826-2020,Male,White
MC-51-CR-0001042-2020,Female,White
MC-51-CR-0006183-2020,Male,White
MC-51-CR-0013616-2020,Male,Black
MC-51-CR-0011577-2020,Male,White
MC-51-CR-0004084-2020,Female,White
MC-51-CR-0014921-2020,Male,White
MC-51-CR-0003145-2020,Male,Black
MC-51-CR-0011711-2020,Male,Black
MC-51-CR-0013470-2020,Male,Black
MC-51-CR-0001224-2020,Female,Black
MC-51-CR-0021274-2020,Female,White
MC-51-CR-0017418-2020,Female,Black
MC-51-CR-0019667-2020,Female,Black
MC-51-CR-0017888-2020,Male,Black
MC-51-CR-0010949-2020,Male,Black
MC-51-CR-0009352-2020,Male,Black
MC-51-CR-0015779-2020,Male,White
MC-51-CR-0009134-2020,Male,Black
MC-51-CR-0019891-2020,Male,Black
MC-51-CR-0019401-2020,Male,Black
MC-51-CR-0021012-2020,Male,Black
MC-51-CR-0013343-2020,Male,White
MC-51-CR-0014282-2020,Male,White
MC-51-CR-0003676-2020,Male,White
MC-51-CR-0001987-2020,Female,White
MC-51-CR-0011022-2020,Male,Black
MC-51-CR-0016385-2020,Male,White
MC-51-CR-0011244-2020,Male,Black
MC-51-CR-0003410-2020,Female,White
MC-51-CR-0020979-2020,Male,Black
MC-51-CR-0022688-2020,Male,Black
MC-51-CR-0013125-2020,Female,White
MC-51-CR-0003880-2020,Male,Black
MC-51-CR-0019332-2020,Male,Black
MC-51-CR-0005719-2020,Male,White
MC-51-CR-0021721-2020,Male,Black
MC-51-CR-0009607-2020,Male,Black
MC-51-CR-0007478-2020,Male,White
MC-51-CR-0009461-2020,Male,Black
MC-51-CR-0021547-2020,Male,White
MC-51-CR-0019154-2020,Female,Black
MC-51-CR-0003411-2020,Female,White
MC-51-CR-0016384-2020,Male,Black
MC-51-CR-0011245-2020,Male,Black
MC-51-CR-0004940-2020,Male,Black
MC-51-CR-0013124-2020,Male,Black
MC-51-CR-0022689-2020,Female,Black
MC-51-CR-0003881-2020,Male,Black
MC-51-CR-0020978-2020,Male,Black
MC-51-CR-0013342-2020,Male,White
MC-51-CR-0014283-2020,Male,Black
MC-51-CR-0001986-2020,Female,Black
MC-51-CR-0006847-2020,Female,Black
MC-51-CR-0011023-2020,Male,Black
MC-51-CR-0003677-2020,Male,Black
MC-51-CR-0009460-2020,Male,Black
MC-51-CR-0019155-2020,Male,Black
MC-51-CR-0021546-2020,Male,Black
MC-51-CR-0000928-2020,Male,White
MC-51-CR-0021720-2020,Male,Native American/Alaskan Native
MC-51-CR-0019333-2020,Male,White
MC-51-CR-0005718-2020,Male,Black
MC-51-CR-0007479-2020,Female,White
MC-51-CR-0009606-2020,Male,Black
MC-51-CR-0020127-2020,Male,Black
MC-51-CR-0018534-2020,Male,Black
MC-51-CR-0008001-2020,Male,White
MC-51-CR-0022246-2020,Male,White
MC-51-CR-0008267-2020,Female,White
MC-51-CR-0022020-2020,Female,Black
MC-51-CR-0006018-2020,Female,White
MC-51-CR-0004379-2020,Male,Black
MC-51-CR-0018752-2020,Male,White
MC-51-CR-0020341-2020,Female,Black
MC-51-CR-0015484-2020,Female,Black
MC-51-CR-0012545-2020,Female,Black
MC-51-CR-0010624-2020,Male,Black
MC-51-CR-0021189-2020,Male,Black
MC-51-CR-0015814-2020,Male,Black
MC-51-CR-0002216-2020,Male,White
MC-51-CR-0010442-2020,Male,Black
MC-51-CR-0017583-2020,Male,Black
MC-51-CR-0012723-2020,Male,Black
MC-51-CR-0017913-2020,Male,Black
MC-51-CR-0006019-2020,Male,White
MC-51-CR-0008266-2020,Female,Black
MC-51-CR-0022021-2020,Male,Black
MC-51-CR-0020340-2020,Female,Black
MC-51-CR-0004378-2020,Female,Black
MC-51-CR-0018753-2020,Male,Black
MC-51-CR-0018535-2020,Male,Black
MC-51-CR-0020126-2020,Male,White
MC-51-CR-0008000-2020,Male,Black
MC-51-CR-0022247-2020,Male,Black
MC-51-CR-0010443-2020,Male,Black
MC-51-CR-0017582-2020,Male,Black
MC-51-CR-0002217-2020,Male,Black
MC-51-CR-0000176-2020,Male,White
MC-51-CR-0017912-2020,Female,Black
MC-51-CR-0012722-2020,Male,Black
MC-51-CR-0015485-2020,Male,Black
MC-51-CR-0012544-2020,Male,Black
MC-51-CR-0000310-2020,Male,Black
MC-51-CR-0002071-2020,Male,Black
MC-51-CR-0015815-2020,Male,White
MC-51-CR-0021188-2020,Male,Black
MC-51-CR-0010625-2020,Male,White
MC-51-CR-0009388-2020,Male,White
MC-51-CR-0012662-2020,Male,White
MC-51-CR-0000036-2020,Male,White
MC-51-CR-0017852-2020,Male,Black
MC-51-CR-0010993-2020,Male,Black
MC-51-CR-0005296-2020,Male,Black
MC-51-CR-0002357-2020,Male,Black
MC-51-CR-0010503-2020,Female,Black
MC-51-CR-0010765-2020,Female,Black
MC-51-CR-0012894-2020,Male,White
MC-51-CR-0002131-2020,Male,White
MC-51-CR-0015955-2020,Male,Black
MC-51-CR-0000250-2020,Male,White
MC-51-CR-0007391-2020,Female,Black
MC-51-CR-0012404-2020,Male,Black
MC-51-CR-0018613-2020,Male,Black
MC-51-CR-0020200-2020,Male,Black
MC-51-CR-0008326-2020,Male,Black
MC-51-CR-0022161-2020,Male,White
MC-51-CR-0006159-2020,Male,Black
MC-51-CR-0008140-2020,Male,Black
MC-51-CR-0022307-2020,Male,Black
MC-51-CR-0020066-2020,Male,Black
MC-51-CR-0018475-2020,Male,Black
MC-51-CR-0012895-2020,Male,White
MC-51-CR-0002130-2020,Male,White
MC-51-CR-0015954-2020,Male,Black
MC-51-CR-0010764-2020,Female,Black
MC-51-CR-0012405-2020,Female,Black
MC-51-CR-0000251-2020,Male,White
MC-51-CR-0007390-2020,Male,White
MC-51-CR-0000037-2020,Male,Black
MC-51-CR-0017853-2020,Male,Black
MC-51-CR-0010992-2020,Male,Black
MC-51-CR-0009389-2020,Male,White
MC-51-CR-0012663-2020,Male,White
MC-51-CR-0010502-2020,Female,White
MC-51-CR-0005297-2020,Male,Black
MC-51-CR-0002356-2020,Male,Black
MC-51-CR-0008141-2020,Male,Black
MC-51-CR-0022306-2020,Male,Black
MC-51-CR-0018474-2020,Male,Black
MC-51-CR-0020067-2020,Male,Black
MC-51-CR-0020201-2020,Male,Black
MC-51-CR-0018612-2020,Male,Black
MC-51-CR-0001099-2020,Female,White
MC-51-CR-0008327-2020,Male,Black
MC-51-CR-0022160-2020,Male,White
MC-51-CR-0021406-2020,Female,Black
MC-51-CR-0019015-2020,Male,Black
MC-51-CR-0021896-2020,Male,Black
MC-51-CR-0009520-2020,Male,White
MC-51-CR-0009746-2020,Male,Black
MC-51-CR-0007539-2020,Male,Black
MC-51-CR-0019273-2020,Male,Black
MC-51-CR-0000868-2020,Male,Black
MC-51-CR-0021660-2020,Male,Black
MC-51-CR-0020838-2020,Male,Black
MC-51-CR-0004800-2020,Male,White
MC-51-CR-0013064-2020,Male,White
MC-51-CR-0011305-2020,Female,White
MC-51-CR-0003551-2020,Male,Black
MC-51-CR-0004490-2020,Male,Black
MC-51-CR-0003737-2020,Female,White
MC-51-CR-0006907-2020,Male,Black
MC-51-CR-0011163-2020,Female,White
MC-51-CR-0013202-2020,Male,Black
MC-51-CR-0006597-2020,Male,White
MC-51-CR-0001456-2020,Male,Black
MC-51-CR-0007538-2020,Male,Black
MC-51-CR-0009747-2020,Male,Black
MC-51-CR-0021661-2020,Male,Black
MC-51-CR-0002798-2020,Male,Black
MC-51-CR-0019272-2020,Male,White
MC-51-CR-0019014-2020,Female,Black
MC-51-CR-0021407-2020,Female,Black
MC-51-CR-0021897-2020,Male,White
MC-51-CR-0006906-2020,Male,Black
MC-51-CR-0011162-2020,Male,Black
MC-51-CR-0003736-2020,Female,White
MC-51-CR-0006596-2020,Male,Black
MC-51-CR-0001457-2020,Male,Black
MC-51-CR-0013203-2020,Male,White
MC-51-CR-0004801-2020,Male,Unknown/Unreported
MC-51-CR-0013065-2020,Male,Black
MC-51-CR-0020839-2020,Male,Asian/Pacific Islander
MC-51-CR-0001631-2020,Male,White
MC-51-CR-0003550-2020,Male,Black
MC-51-CR-0004491-2020,Male,Black
MC-51-CR-0011304-2020,Male,White
MC-51-CR-0009212-2020,Male,Black
MC-51-CR-0015639-2020,Male,Black
MC-51-CR-0010809-2020,Male,Black
MC-51-CR-0019727-2020,Female,Black
MC-51-CR-0010499-2020,Male,Black
MC-51-CR-0021334-2020,Male,Black
MC-51-CR-0017558-2020,Male,White
MC-51-CR-0021152-2020,Male,Black
MC-51-CR-0019541-2020,Male,Black
MC-51-CR-0009074-2020,Male,Black
MC-51-CR-0018789-2020,Male,Black
MC-51-CR-0003263-2020,Male,Black
MC-51-CR-0011437-2020,Male,White
MC-51-CR-0014697-2020,Male,Black
MC-51-CR-0013756-2020,Male,White
MC-51-CR-0016966-2020,Male,White
MC-51-CR-0001102-2020,Male,White
MC-51-CR-0001364-2020,Male,Black
MC-51-CR-0013530-2020,Male,Asian/Pacific Islander
MC-51-CR-0011651-2020,Male,Black
MC-51-CR-0016790-2020,Male,Black
MC-51-CR-0014861-2020,Male,Black
MC-51-CR-0003005-2020,Male,Black
MC-51-CR-0019540-2020,Male,Black
MC-51-CR-0021153-2020,Female,Black
MC-51-CR-0009075-2020,Male,Asian/Pacific Islander
MC-51-CR-0010808-2020,Female,Black
MC-51-CR-0015638-2020,Male,White
MC-51-CR-0021335-2020,Male,White
MC-51-CR-0010498-2020,Male,Black
MC-51-CR-0017559-2020,Male,White
MC-51-CR-0019726-2020,Male,Black
MC-51-CR-0013531-2020,Male,Black
MC-51-CR-0001365-2020,Male,Black
MC-51-CR-0014860-2020,Male,Black
MC-51-CR-0003004-2020,Male,Black
MC-51-CR-0011650-2020,Male,Black
MC-51-CR-0016791-2020,Male,Black
MC-51-CR-0011436-2020,Male,Black
MC-51-CR-0003262-2020,Male,Black
MC-51-CR-0016967-2020,Male,White
MC-51-CR-0001103-2020,Male,White
MC-51-CR-0014696-2020,Male,White
MC-51-CR-0013757-2020,Female,Black
MC-51-CR-0010231-2020,Male,Black
MC-51-CR-0002465-2020,Male,White
MC-51-CR-0000704-2020,Male,White
MC-51-CR-0012150-2020,Male,White
MC-51-CR-0005934-2020,Male,Black
MC-51-CR-0015091-2020,Male,Black
MC-51-CR-0012336-2020,Male,Black
MC-51-CR-0000562-2020,Male,Black
MC-51-CR-0002603-2020,Female,Black
MC-51-CR-0017196-2020,Male,Black
MC-51-CR-0007833-2020,Male,Black
MC-51-CR-0022653-2020,Male,Black
MC-51-CR-0008414-2020,Male,Black
MC-51-CR-0020532-2020,Male,Black
MC-51-CR-0008884-2020,Male,Black
MC-51-CR-0018121-2020,Male,White
MC-51-CR-0018347-2020,Male,Black
MC-51-CR-0016138-2020,Male,Black
MC-51-CR-0020754-2020,Male,Black
MC-51-CR-0022435-2020,Female,Black
MC-51-CR-0013398-2020,Male,White
MC-51-CR-0014259-2020,Male,Black
MC-51-CR-0008672-2020,Female,Black
MC-51-CR-0000563-2020,Male,Black
MC-51-CR-0012337-2020,Male,Black
MC-51-CR-0017197-2020,Male,Black
MC-51-CR-0010056-2020,Male,Black
MC-51-CR-0007832-2020,Male,Black
MC-51-CR-0002602-2020,Male,White
MC-51-CR-0010230-2020,Male,Black
MC-51-CR-0012151-2020,Male,Black
MC-51-CR-0005935-2020,Female,Black
MC-51-CR-0015090-2020,Male,Black
MC-51-CR-0000705-2020,Male,White
MC-51-CR-0016139-2020,Male,Black
MC-51-CR-0020755-2020,Male,Black
MC-51-CR-0018346-2020,Male,Black
MC-51-CR-0013399-2020,Male,White
MC-51-CR-0022434-2020,Male,White
MC-51-CR-0014258-2020,Female,Black
MC-51-CR-0008673-2020,Female,White
MC-51-CR-0022652-2020,Male,Black
MC-51-CR-0008415-2020,Male,White
MC-51-CR-0008885-2020,Male,Black
MC-51-CR-0018120-2020,Male,White
MC-51-CR-0020533-2020,Male,White
MC-51-CR-0009280-2020,Male,Black
MC-51-CR-0007299-2020,Male,Black
MC-51-CR-0019943-2020,Female,Black
MC-51-CR-0002039-2020,Male,White
MC-51-CR-0014605-2020,Male,White
MC-51-CR-0022069-2020,Male,Black
MC-51-CR-0001190-2020,Male,White
MC-51-CR-0006051-2020,Male,Black
MC-51-CR-0011835-2020,Male,Black
MC-51-CR-0004330-2020,Male,Black
MC-51-CR-0020308-2020,Male,Black
MC-51-CR-0016564-2020,Male,Black
MC-51-CR-0016702-2020,Male,Black
MC-51-CR-0004156-2020,Male,Black
MC-51-CR-0013932-2020,Male,White
MC-51-CR-0003097-2020,Male,Black
MC-51-CR-0006237-2020,Male,Black
MC-51-CR-0014463-2020,Male,White
MC-51-CR-0008048-2020,Male,Black
MC-51-CR-0019942-2020,Male,Black
MC-51-CR-0000359-2020,Male,White
MC-51-CR-0007298-2020,Male,Black
MC-51-CR-0002038-2020,Male,White
MC-51-CR-0009281-2020,Male,White
MC-51-CR-0004157-2020,Male,Black
MC-51-CR-0013933-2020,Male,Black
MC-51-CR-0003096-2020,Female,Black
MC-51-CR-0016703-2020,Male,White
MC-51-CR-0014462-2020,Female,Black
MC-51-CR-0008049-2020,Male,Black
MC-51-CR-0006236-2020,Male,Black
MC-51-CR-0006050-2020,Male,Black
MC-51-CR-0011834-2020,Male,Asian/Pacific Islander
MC-51-CR-0014604-2020,Male,Black
MC-51-CR-0022068-2020,Male,Black
MC-51-CR-0020309-2020,Male,Black
MC-51-CR-0016565-2020,Female,White
MC-51-CR-0004331-2020,Male,White
MC-51-CR-0007657-2020,Male,Black
